Ticker,Beta,CAPM Predicted Return,Actual Return,Volatility,Sharpe Ratio,Type
FXAIX,1.0002610731757478,0.13113472214592256,0.1451503236282372,0.1696071727890592,0.6789236665801269,Mutual Funds
SCHX,1.0003263334846648,0.13114132050647712,0.14285744295042146,0.16994538262415806,0.6640806664339379,ETFs
VFIAX,1.000379482410852,0.13114669430540468,0.1447426625987751,0.16962828947908462,0.6764358878530283,Mutual Funds
IWB,1.001841360808524,0.13129450238224033,0.14158095846435503,0.17024907828800978,0.6553983116172524,ETFs
DIS,1.0051571731657272,0.13162975861726411,0.07253768665518923,0.26515674810931755,0.16042468071622298,Stocks
VTI,1.0054750362903506,0.1316618972255248,0.13961683456842322,0.17124895416719393,0.6401022131872526,ETFs
VWNDX,1.0062044585997616,0.13173564789379294,0.11904898109931739,0.1837757282901658,0.48455245928187446,Mutual Funds
DODGX,1.014748697675294,0.13259954159917212,0.13229500757444357,0.1853239877534455,0.5519793137115987,Mutual Funds
VTSAX,1.0148030281323628,0.13260503486070857,0.1395815365572175,0.17267175364591095,0.6346234068018485,Mutual Funds
AGTHX,1.015452405043298,0.1326706922727749,0.14811799476591836,0.18042976601309607,0.6546480515711861,Mutual Funds
PRNHX,1.0196441066453457,0.13309450820264584,0.13687296110382263,0.2044402606889298,0.5227588770610958,Mutual Funds
VIMAX,1.0218136096400923,0.13331386301755618,0.1170200554004106,0.1804241686644905,0.4823081965378463,Mutual Funds
FCNTX,1.022786421717471,0.13341222241770107,0.16217012927878183,0.18215431240831692,0.7255942916273616,Mutual Funds
NKE,1.024795591606252,0.13361536622074915,0.14081000897304974,0.2785877496168541,0.3977562155028295,Stocks
JATTX,1.0272952531203299,0.13386810281069006,0.11025101217861066,0.19244297108562833,0.41701191644408064,Mutual Funds
VHCAX,1.0357926306557874,0.13472725842422312,0.1605890768525602,0.18617267081747518,0.7014406372275258,Mutual Funds
IWC,1.0391689785198468,0.13506863530297686,0.08339409000140874,0.22139830791142565,0.24116756132919498,ETFs
FFIDX,1.0423113821331556,0.13538635847028288,0.14872803172188998,0.18148014032230395,0.6542205197275698,Mutual Funds
PARNX,1.050275427167445,0.1361915897277018,0.10899942211786251,0.1980953965607502,0.398794840715219,Mutual Funds
IJH,1.0566127589353433,0.13683234673072903,0.1153014656293112,0.19641360381075654,0.4342950995975753,ETFs
IJR,1.0581852426392013,0.13699133792486173,0.10855267791486778,0.2117631585986725,0.37094591162449825,ETFs
IWN,1.0587538417921005,0.13704882803307747,0.08563461412538564,0.21614337045620652,0.2573968103114129,ETFs
XLY,1.060354847027006,0.13721070299145438,0.14019475578322105,0.199252653370865,0.5530403430970514,ETFs
VB,1.0664166109656268,0.13782359779270878,0.10857647810485593,0.1989426314153158,0.3949705377165663,ETFs
XLE,1.0680140037697579,0.13798510750425916,0.05937717844963797,0.2821411489289012,0.1041222755389039,ETFs
XLF,1.072041416117907,0.13839231242277503,0.12600787282410408,0.2110460639900823,0.4549143016882598,ETFs
V,1.0740646241009326,0.13859687559402498,0.20433129095034808,0.2401160417940413,0.7260293383474984,Stocks
IWF,1.0744197695055204,0.13863278375118274,0.17354748118842167,0.1892292593505926,0.7585903030062889,ETFs
SPG,1.0786687584726007,0.139062391910603,0.05036088155231533,0.34296308906834333,0.059367559370967625,Stocks
VSEQX,1.0871860028936713,0.13992355623167274,0.12616925898712417,0.2000786090068301,0.4806573749412723,Mutual Funds
GE,1.0896272653080492,0.1401703881864338,0.05995030738429574,0.32501608681167876,0.09215023071042508,Stocks
POAGX,1.0941041512942602,0.14062303863183898,0.1429804542069779,0.21143047613915958,0.5343621991969422,Mutual Funds
IWM,1.095999273201353,0.14081465123443476,0.09559015386631131,0.21336801576748937,0.30740387039914163,ETFs
VUG,1.0978303358155823,0.14099978690919807,0.16743945693812012,0.19467457157247087,0.7059959389044089,ETFs
VIGAX,1.1045322308115264,0.14167740428974257,0.16739382792317747,0.19545379423269765,0.7029478678710281,Mutual Funds
PRGFX,1.1174926480719838,0.14298781037639557,0.1530670908886036,0.20359629339609348,0.6044662642712186,Mutual Funds
JPM,1.1210024002753498,0.1433426755445076,0.17451516879395634,0.25989908689346136,0.5560433879215453,Stocks
QQQ,1.1238539592970653,0.14363099190218442,0.19805529961215074,0.20563945946171225,0.8172327434241323,ETFs
RYVPX,1.1352771821895236,0.1447859748403605,0.08772908736486418,0.22909651101252682,0.2519858862525741,Mutual Funds
VWUAX,1.1381930306066619,0.14508079139115423,0.16154826533248579,0.21114551329929998,0.623021835874937,Mutual Funds
